iter	Logloss
0	0.453124853
1	0.2795674958
2	0.1814023253
3	0.1161173846
4	0.07517719038
5	0.05153164832
6	0.03474710736
7	0.02436955029
8	0.01726630891
9	0.01228315042
10	0.009481813429
11	0.00729831457
12	0.005643045107
13	0.004508074326
14	0.003600444159
15	0.002888952683
16	0.00233695868
17	0.001930605845
18	0.001641258396
19	0.001373844224
20	0.001183389537
21	0.001025226196
22	0.0009051828232
23	0.0007986062399
24	0.0007049876118
25	0.0006305496935
26	0.0005764522909
27	0.0005156428663
28	0.0004675780403
29	0.0004282092865
30	0.0003940945678
31	0.0003587949568
32	0.0003323496223
33	0.0003094207618
34	0.0002899241471
35	0.0002711605104
36	0.0002538932072
37	0.0002364530841
38	0.0002205714993
39	0.0002064151947
40	0.0001951169195
41	0.0001847587452
42	0.0001761332009
43	0.0001680537641
44	0.0001588723556
45	0.0001506197922
46	0.0001441594246
47	0.0001381600533
48	0.0001381600533
49	0.0001329721396
50	0.0001274543081
51	0.0001218371992
52	0.0001164825938
53	0.0001164783801
54	0.0001164718554
55	0.0001164646114
56	0.0001164646114
57	0.0001164629205
58	0.0001164629205
59	0.0001164613326
60	0.000116458644
61	0.0001164586528
62	0.000116456178
63	0.0001164518213
64	0.0001164518213
65	0.0001164499823
66	0.0001164465459
67	0.0001164465459
68	0.000116444265
69	0.0001164436006
70	0.0001164404138
71	0.0001164358729
72	0.0001164335947
73	0.0001164335947
74	0.0001164268562
75	0.0001164268562
76	0.0001164246938
77	0.0001164230399
78	0.0001164148232
79	0.0001164064684
80	0.0001164064684
81	0.0001164064684
82	0.0001164026895
83	0.0001164026895
84	0.0001163981877
85	0.0001163947251
86	0.0001163924802
87	0.0001163924802
88	0.0001163874813
89	0.0001163866302
90	0.0001163866302
91	0.0001163866302
92	0.0001163843342
93	0.0001163795348
94	0.0001163786805
95	0.0001163757257
96	0.0001163706283
97	0.0001163724586
98	0.0001163689467
99	0.0001163658893
100	0.0001163658893
101	0.0001163640766
102	0.0001163640766
103	0.0001163638572
104	0.0001163627589
105	0.0001163604741
106	0.0001163587845
107	0.0001163587845
108	0.000116355476
109	0.0001163511106
110	0.0001163518997
111	0.0001163518997
112	0.0001163465945
113	0.0001163438129
114	0.0001163419183
115	0.0001163408303
116	0.000116341869
117	0.0001163344447
118	0.0001163313762
119	0.0001163316258
120	0.0001163316878
121	0.0001163287075
122	0.0001163266484
123	0.0001163266484
124	0.0001163266484
125	0.0001163199226
126	0.0001163199226
127	0.000116321044
128	0.000116321044
129	0.0001163172181
130	0.0001163192566
131	0.0001163190484
132	0.000116315407
133	0.0001163125368
134	0.0001163124915
135	0.000116309542
136	0.000116309542
137	0.0001163090239
138	0.0001163090239
139	0.0001163082832
140	0.0001163089174
141	0.0001163068956
142	0.000116306588
143	0.0001163021344
144	0.0001162993401
145	0.0001162989873
146	0.0001162954459
147	0.0001162944764
148	0.0001162893965
149	0.000116283203
150	0.0001162782224
151	0.0001162775626
152	0.0001162750751
153	0.0001162713136
154	0.0001162639211
155	0.0001162607628
156	0.0001162607628
157	0.0001162566938
158	0.0001162566938
159	0.0001162566938
160	0.0001162545496
161	0.0001162499092
162	0.000116250607
163	0.0001162461144
164	0.0001162461144
165	0.0001162443787
166	0.0001162436253
167	0.000116240018
168	0.0001162361078
169	0.0001162361078
170	0.0001162333366
171	0.0001162320078
172	0.0001162299216
173	0.0001162262055
174	0.0001162161514
175	0.0001162159996
176	0.000116203382
177	0.0001161982473
178	0.0001161899646
179	0.0001161902436
180	0.0001161902436
181	0.0001161872683
182	0.0001161811083
183	0.0001161798876
184	0.0001161765889
185	0.0001161769608
186	0.0001161769608
187	0.0001161710393
188	0.0001161710393
189	0.0001161710393
190	0.0001161697876
191	0.0001161675361
192	0.0001161675361
193	0.0001161661549
194	0.0001161661549
195	0.0001161625532
196	0.0001161625532
197	0.0001161625532
198	0.0001161625532
199	0.0001161581281
200	0.0001161581281
201	0.0001161589229
202	0.0001161550033
203	0.0001161554022
204	0.0001161554022
205	0.0001161554022
206	0.0001161554022
207	0.0001161554022
208	0.0001161525062
209	0.0001161525062
210	0.0001161525062
211	0.0001161525062
212	0.0001161525062
213	0.0001161525062
214	0.0001161525062
215	0.0001161525062
216	0.0001161525062
217	0.0001161525062
218	0.0001161525062
219	0.0001161525062
220	0.0001161525062
221	0.0001161525062
222	0.0001161525062
223	0.0001161525062
224	0.0001161525062
225	0.0001161525062
226	0.0001161525062
227	0.0001161525062
228	0.0001161525062
229	0.0001161525062
230	0.0001161525062
231	0.0001161525062
232	0.0001161525062
233	0.0001161525062
234	0.0001161525062
235	0.0001161525062
236	0.0001161525062
237	0.0001161525062
238	0.0001161525062
239	0.0001161525062
240	0.0001161525062
241	0.0001161525062
242	0.0001161525062
243	0.0001161525062
244	0.0001161525062
245	0.0001161525062
246	0.0001161525062
247	0.0001161525062
248	0.0001161525062
249	0.0001161525062
250	0.0001161525062
251	0.0001161525062
252	0.0001161525062
253	0.0001161525062
254	0.0001161525062
255	0.0001161525062
256	0.0001161525062
257	0.0001161525062
258	0.0001161525062
259	0.0001161525062
260	0.0001161525062
261	0.0001161525062
262	0.0001161525062
263	0.0001161525062
264	0.0001161525062
265	0.0001161525062
266	0.0001161525062
267	0.0001161525062
268	0.0001161525062
269	0.0001161525062
270	0.0001161525062
271	0.0001161525062
272	0.0001161525062
273	0.0001161525062
274	0.0001161525062
275	0.0001161525062
276	0.0001161525062
277	0.0001161525062
278	0.0001161525062
279	0.0001161525062
280	0.0001161525062
281	0.0001161525062
282	0.0001161525062
283	0.0001161525062
284	0.0001161525062
285	0.0001161525062
286	0.0001161525062
287	0.0001161525062
